,theme,start_time,end_time,affected_sectors,severity_ratio,answer_ratio,sources,location,df_index
130,Crecida,2023-11-06,2023-11-19,['Agua y Alimentos'],{'Agua y Alimentos': 0.9166666666666666},"{14: 1.0, 15: 1.0, 16: 0.75}","['https://www.lavozdegalicia.es/noticia/pontevedra/pontecaldelas/2023/11/04/desbordamiento-verdugo-sume-caos-ponte-caldelas-solo-ganas-llorar/00031699105866692514702.htm', 'https://pontevedraviva.com/xeral/99451/pontevedra-ante-uno-otonos-mas-lluviosos-ultimos-40-anos/?lang=es']",Pontevedra,152
131,Borrasca,2023-10-24,2023-11-01,"['Agua y Alimentos', 'Transporte', 'Aguas Residuales', 'Energia']","{'Energia': 0.6640625, 'Transporte': 0.6875, 'Agua y Alimentos': 0.75, 'Aguas Residuales': 0.75}","{0: 0.75, 1: 0.75, 2: 0.5, 3: 0.75, 5: 0.55, 6: 0.8333333333333334, 7: 0.7083333333333334, 8: 0.75, 14: 0.75, 15: 0.75, 16: 0.75, 17: 0.75, 18: 0.75, 19: 0.75}","['https://www.cope.es/emisoras/galicia/noticias/asi-afectar-borrasca-domingos-galicia-olas-hasta-metros-este-sabado-20231103_2981711', 'https://www.elmundo.es/espana/2023/10/30/653f4cabe4d4d8a9328b4593.html', 'https://www.farodevigo.es/sociedad/2023/10/28/galicia-borrasca-borrasca-tiro-toca-93919007.html', 'https://metropolitano.gal/enfoque/la-borrasca-celine-deja-numerosas-incidencias-en-vigo-y-area-donde-se-espera-otra-semana-de-lluvia/', 'https://www.elconfidencial.com/espana/2023-10-31/aemet-alerta-nueva-borrasca-ciaran-vientos-lluvias_3764475/', 'https://www.pontevedraviva.com/xeral/99196/borrasca-celine-deja-multiples-incidencias/?lang=es']",Pontevedra,153
132,Temporal,2023-10-24,2023-11-01,['Transporte'],{'Transporte': 0.65625},"{5: 0.75, 6: 0.8125, 7: 0.6875, 8: 0.75}","['https://www.galiciapress.es/articulo/el-tiempo-galicia/2023-10-25/4489673-declarada-alerta-naranja-interior-pontevedra-desde-costa-da-morte-hasta-ortegal-temporal', 'https://www.elmundo.es/espana/2023/10/28/653d565cfc6c838f768b45b0.html', 'https://metropolitano.gal/enfoque/el-temporal-no-remite-por-ahora-en-galicia-y-se-mantiene-la-alerta-por-lluvia-hasta-el-jueves/', 'https://www.farodevigo.es/pontevedra/2023/10/27/temporal-provoca-desbordamiento-rios-inundaciones-93851241.html', 'https://www.lavozdegalicia.es/noticia/galicia/2023/10/28/nuevo-frente-deja-galicia-lluvia-fuertes-vientos-durante-sabado/00031698504215983982884.htm']",Pontevedra,153
133,Vientos fuertes,2023-10-24,2023-11-01,"['Transporte', 'Aguas Residuales']","{'Transporte': 0.703125, 'Aguas Residuales': 0.5882352941176471}","{5: 0.5714285714285714, 6: 0.8125, 7: 0.71875, 8: 0.78125, 17: 0.5, 19: 0.75}","['https://efe.com/medio-ambiente/2023-10-26/tiempo-alerta-viento-lluvia/', 'https://www.lavozdegalicia.es/noticia/galicia/2023/10/28/nuevo-frente-deja-galicia-lluvia-fuertes-vientos-durante-sabado/00031698504215983982884.htm', 'https://www.larazon.es/el-tiempo/borrasca-ciaran-directo-ultima-hora-zonas-espana-afectadas-temporal-lluvia-viento-nieve_202311036544ade8f6ca72000147fd57.html', 'https://www.pontevedraviva.com/xeral/99249/prevision-asusta-ciclogenesis-explosiva-fuerte-viento-ciaran/?lang=es', 'https://www.elconfidencial.com/espana/2023-10-31/aemet-alerta-nueva-borrasca-ciaran-vientos-lluvias_3764475/', 'https://www.diariodepontevedra.es/articulo/pontevedra/temporal-vuelve-golpear-dureza-marin/202310290852181276755.html', 'https://www.infobae.com/espana/2023/10/30/lluvia-nieve-viento-y-avisos-costeros-la-borrasca-celine-deja-paso-a-la-ciaran-esta-semana/', 'https://www.elprogreso.es/articulo/galicia/borrasca-ciaran-llegara-miercoles-fuertes-lluvias-viento-galicia-nevada-manzaneda/202310301211001703973.html', 'https://pontevedraviva.com/xeral/99223/pontevedra-acumula-15-dias-seguidos-lluvia-pronostico-apunta-seran-mas/?lang=es']",Pontevedra,153
134,Borrasca,2023-11-05,2023-11-10,['Agua y Alimentos'],{'Agua y Alimentos': 0.75},"{14: 0.75, 15: 0.75, 16: 0.75}","['https://pontevedraviva.com/xeral/99451/pontevedra-ante-uno-otonos-mas-lluviosos-ultimos-40-anos/?lang=es', 'https://www.diariodepontevedra.es/articulo/pontevedra/pontevedra-encadena-30-dias-seguidos-lluvia-otono-mas-humedo-anos/202311140902031279091.html']",Pontevedra,154
135,Temporal,2023-11-05,2023-11-10,"['Agua y Alimentos', 'Transporte']","{'Agua y Alimentos': 0.75, 'Transporte': 0.3125}","{14: 0.75, 15: 0.75, 16: 0.75, 6: 0.75, 7: 0.25, 8: 0.25}","['https://www.diariodepontevedra.es/articulo/pontevedra/pontevedra-encadena-30-dias-seguidos-lluvia-otono-mas-humedo-anos/202311140902031279091.html', 'https://pontevedraviva.com/xeral/99389/troncos-ria-pontevedra-temporal-recollida/?lang=es', 'https://www.20minutos.es/noticia/5189364/0/aemet-desmiente-alerta-llegada-huracan-categoria-cuatro-espana/']",Pontevedra,154
136,Fuerte Oleaje,2023-08-13,2023-08-15,"['Transporte', 'Sanidad']","{'Sanidad': 0.4166666666666667, 'Transporte': 0.1875}","{10: 0.5, 11: 0.75, 6: 0.75}","['https://www.laprovincia.es/gran-canaria/2024/08/21/altas-temperaturas-rebosos-gran-canaria-107227302.html', 'https://www.atlanticohoy.com/tenerife/varias-playas-tenerife-con-bandera-roja-por-fuerte-oleaje_1520337_102.html', 'https://www.atlanticohoy.com/tenerife/naviera-armas-desvia-sus-ferris-sc-tenerife-por-oleaje-en-puerto-cristianos_1520335_102.html']",Santa Cruz de Tenerife,157
137,Inundacion,2023-06-18,2023-06-20,['Transporte'],{'Transporte': 0.1875},{8: 0.75},"['https://cadenaser.com/castillayleon/2023/06/18/el-desbordamiento-del-aguisejo-provoca-inundaciones-en-ayllon-radio-segovia/', 'https://www.acueducto2.com/el-aguisejo-inunda-ayllon-por-una-tormenta-de-granizo-y-agua/147994', 'https://www.eladelantado.com/provincia-de-segovia/danos-al-desbordarse-el-rio-aguisejo-por-una-tormenta/']",Segovia,158
138,Desbordamientos,2023-06-18,2023-06-20,"['Transporte', 'Aguas Residuales']","{'Transporte': 0.1875, 'Aguas Residuales': 0.75}","{8: 0.75, 17: 0.75, 18: 0.75, 19: 0.75}","['https://cadenaser.com/castillayleon/2023/06/18/el-desbordamiento-del-aguisejo-provoca-inundaciones-en-ayllon-radio-segovia/', 'https://www.eladelantado.com/provincia-de-segovia/danos-al-desbordarse-el-rio-aguisejo-por-una-tormenta/', 'https://www.acueducto2.com/el-aguisejo-inunda-ayllon-por-una-tormenta-de-granizo-y-agua/147994', 'https://www.abc.es/espana/castilla-leon/tormenta-agua-granizo-desborda-rio-aguisejo-anega-20230619095813-nt.html', 'https://www.cyltv.es/videoSH/3a332bf1-75a6-479c-b6c8-d9a8644f060f/La-tormenta-desborda-el-rio-e-inunda-Ayllon']",Segovia,158
139,Inundacion,2023-09-04,2023-09-08,"['Agua y Alimentos', 'Transporte', 'Sanidad', 'Aguas Residuales']","{'Transporte': 0.578125, 'Aguas Residuales': 0.7242647058823529, 'Sanidad': 0.4166666666666667, 'Agua y Alimentos': 0.7083333333333334}","{6: 0.75, 7: 0.75, 8: 0.8125, 17: 0.6875, 18: 0.6875, 19: 0.75, 5: 0.75, 10: 0.5, 11: 0.75, 12: 0.5, 13: 1.0, 14: 0.75, 15: 1.0, 16: 0.75}","['https://www.acueducto2.com/las-tormentas-se-ensanan-con-el-espinar-y-dejan-10-desalojados-en-segovia/150099', 'https://www.eldiasegovia.es/noticia/zbff2bcfb-b3ea-61de-c238e78f675eba8e/202309/galeria-de-fotos-y-video-de-las-inundaciones-en-el-espinar', 'https://www.elespanol.com/castilla-y-leon/region/20230904/consecuencias-dana-castilla-leon-llamadas-litros-pueblo-inundaciones-techos-colapsados/791920830_0.html', 'https://www.elnortedecastilla.es/segovia/bomberos-intervienen-varias-calles-segovia-reducir-agua-20230904141417-nt.html', 'https://www.diariodecastillayleon.es/segovia/230904/2229/paso-dana-castilla-leon-espinar-segovia-zona-catastrofica.html', 'https://www.rtve.es/noticias/20230904/mapa-precipitaciones-dejado-dana-tres-dias-por-toda-espana/2455151.shtml', 'https://www.elmundo.es/espana/2023/09/04/64f57ae3fb7e8000298e056f-directo.html', 'https://www.eldiasegovia.es/noticia/zbb53d396-abc1-da26-08cfed80776cb592/202309/cientos-de-casas-inundadas-en-el-espinar-por-la-dana', 'https://www.elnortedecastilla.es/segovia/san-rafael-registra-litros-metro-cuadrado-cuatro-20230904081906-nt.html', 'https://www.elnortedecastilla.es/segovia/subir-corriendo-piso-perdido-20230905004321-nt.html', 'https://www.eldiasegovia.es/noticia/zc87f435e-de1f-c91d-a7bb466fa3eadf53/202309/la-junta-decreta-el-fin-de-la-alerta-por-lluvias-y-tormentas']",Segovia,159
140,Luvias Intensas,2023-09-04,2023-09-08,"['Transporte', 'Aguas Residuales']","{'Transporte': 0.5, 'Aguas Residuales': 0.75}","{5: 0.75, 6: 0.75, 7: 0.5, 8: 0.75, 17: 0.75, 18: 0.75, 19: 0.75}","['https://www.telesurtv.net/news/espana-continuara-lluvias-inundaciones-dana-20230904-0001.html', 'https://www.elconfidencial.com/espana/2023-09-04/ranking-lluvias-espana-aemet-localidad-mas-agua-cayo_3728621/', 'https://www.rtve.es/noticias/20230904/efectos-dana-ultima-hora-directo-madrid-toledo/2455085.shtml']",Segovia,159
141,Desbordamientos,2023-09-04,2023-09-08,"['Agua y Alimentos', 'Transporte', 'Sanidad', 'Aguas Residuales']","{'Transporte': 0.625, 'Aguas Residuales': 0.7242647058823529, 'Sanidad': 0.75, 'Agua y Alimentos': 0.8333333333333334}","{6: 0.75, 7: 0.6666666666666666, 8: 0.8333333333333334, 17: 0.6875, 18: 0.6875, 19: 0.75, 5: 0.75, 10: 0.75, 11: 0.75, 12: 0.5, 13: 1.0, 14: 0.75, 15: 1.0, 16: 0.75}","['https://www.acueducto2.com/las-tormentas-se-ensanan-con-el-espinar-y-dejan-10-desalojados-en-segovia/150099', 'https://www.elespanol.com/castilla-y-leon/region/20230904/consecuencias-dana-castilla-leon-llamadas-litros-pueblo-inundaciones-techos-colapsados/791920830_0.html', 'https://www.eldiasegovia.es/noticia/zc87f435e-de1f-c91d-a7bb466fa3eadf53/202309/la-junta-decreta-el-fin-de-la-alerta-por-lluvias-y-tormentas', 'https://www.rtve.es/noticias/20230904/mapa-precipitaciones-dejado-dana-tres-dias-por-toda-espana/2455151.shtml', 'https://www.eldiadevalladolid.com/noticia/zb94a4049-f705-947e-85816ee54cc672e9/202309/valladolid-registra-101-avisos-a-emergencias-por-las-lluvias']",Segovia,159
142,Crecida,2023-09-04,2023-09-08,"['Agua y Alimentos', 'Transporte', 'Sanidad', 'Aguas Residuales']","{'Transporte': 0.6666666666666666, 'Sanidad': 0.3541666666666667, 'Agua y Alimentos': 0.6944444444444445, 'Aguas Residuales': 0.6764705882352942}","{5: 0.85, 6: 0.8333333333333334, 7: 0.7916666666666666, 8: 0.75, 10: 0.625, 11: 0.25, 12: 0.75, 13: 0.5, 14: 0.6666666666666666, 15: 0.9166666666666666, 16: 0.75, 17: 0.5, 18: 0.75, 19: 0.75}","['https://www.analitica.com/actualidad-internacional/dana-dejo-en-espana-dos-muertos-dos-desaparecidos-y-numerosos-incidentes/', 'https://www.elconfidencial.com/espana/2023-09-04/tiempo-espana-hoy-dana-aemet-directo_3728442/', 'https://www.elmundo.es/espana/2023/09/04/64f57ae3fb7e8000298e056f-directo.html', 'https://www.abc.es/sociedad/dana-espana-muertos-carreteras-cortadas-temporal-metro-madrid-toledo-castilla-lamancha-hoy-20230904122329-di.html', 'https://www.eldiasegovia.es/noticia/zb5101b1c-d6cc-5cef-53bee85d15840724/202309/la-dana-se-retira-pero-mantienen-en-alerta-a-cinco-comunidades', 'https://www.rtve.es/noticias/20230904/efectos-dana-ultima-hora-directo-madrid-toledo/2455085.shtml']",Segovia,159
143,Dana,2023-09-04,2023-09-08,"['Agua y Alimentos', 'Transporte', 'Sanidad', 'Aguas Residuales']","{'Transporte': 0.515625, 'Sanidad': 0.75, 'Agua y Alimentos': 0.8333333333333334, 'Aguas Residuales': 0.7254901960784315}","{5: 0.75, 6: 0.625, 7: 0.6666666666666666, 8: 0.75, 10: 0.75, 11: 0.75, 12: 0.5, 13: 1.0, 14: 0.75, 15: 1.0, 16: 0.75, 17: 0.6666666666666666, 18: 0.75, 19: 0.75}","['https://www.20minutos.es/noticia/5169346/0/-dana-deja-159-litros-por-metro-cuadrado-acumulados-san-rafael-42-una-hora/', 'https://www.rtve.es/noticias/20230904/mapa-precipitaciones-dejado-dana-tres-dias-por-toda-espana/2455151.shtml', 'https://www.elespanol.com/castilla-y-leon/region/20230904/consecuencias-dana-castilla-leon-llamadas-litros-pueblo-inundaciones-techos-colapsados/791920830_0.html', 'https://www.diariodecastillayleon.es/segovia/230904/2229/paso-dana-castilla-leon-espinar-segovia-zona-catastrofica.html', 'https://www.eladelantado.com/provincia-de-segovia/la-dana-el-espinar-catastrofe/', 'https://www.eldiasegovia.es/noticia/zbb53d396-abc1-da26-08cfed80776cb592/202309/cientos-de-casas-inundadas-en-el-espinar-por-la-dana']",Segovia,159
144,Borrasca,2023-11-04,2023-11-08,"['Agua y Alimentos', 'Transporte']","{'Transporte': 0.625, 'Agua y Alimentos': 0.8333333333333334}","{5: 0.75, 6: 0.5, 7: 0.5, 8: 0.75, 14: 1.0, 15: 0.75, 16: 0.75}","['https://elpais.com/espana/2023-11-04/la-borrasca-domingos-vuelve-a-poner-a-toda-espana-bajo-aviso-por-temporal-salvo-canarias.html', 'https://www.eladelantado.com/provincia-de-segovia/la-borrasca-ciaran-deja-destrozos-en-cantimpalos/']",Segovia,160
145,Temporal,2023-11-04,2023-11-08,"['Agua y Alimentos', 'Transporte']","{'Transporte': 0.625, 'Agua y Alimentos': 0.8333333333333334}","{5: 0.75, 6: 0.5, 7: 0.5, 8: 0.75, 14: 1.0, 15: 0.75, 16: 0.75}",['https://elpais.com/espana/2023-11-04/la-borrasca-domingos-vuelve-a-poner-a-toda-espana-bajo-aviso-por-temporal-salvo-canarias.html'],Segovia,160
146,Vientos fuertes,2023-11-04,2023-11-08,['Sanidad'],{'Sanidad': 0.4583333333333333},"{10: 0.75, 11: 0.5, 12: 0.0, 13: 0.25}",['https://www.diariopalentino.es/noticia/z7ddaf325-0212-c912-60c4046af5e77e24/202311/dos-personas-heridas-por-los-efectos-del-fuerte-viento'],Segovia,160
147,Inundacion,2023-09-05,2023-09-09,"['Agua y Alimentos', 'Transporte', 'Aguas Residuales']","{'Transporte': 0.53125, 'Agua y Alimentos': 0.7083333333333333, 'Aguas Residuales': 0.6764705882352942}","{5: 1.0, 6: 0.5, 7: 0.625, 8: 0.75, 14: 0.625, 15: 0.75, 16: 0.75, 18: 0.75, 19: 1.0}","['https://www.abc.es/sevilla/provincia/sevilla-acumula-primera-quincena-septiembre-tercio-lluvias-20230915144710-nts.html', 'https://www.wsws.org/es/articles/2023/09/11/inun-s11.html', 'https://www.lavanguardia.com/local/sevilla/20230915/9230239/inundaciones-rios-desbordados-carreteras-cortadas-andalucia-central-tormentas.html', 'https://www.sevillaactualidad.com/provincia/529995-una-tromba-de-agua-provoca-grandes-inundaciones-en-constantina/', 'https://www.abc.es/sevilla/provincia/fuertes-lluvias-madrugada-dejan-inundaciones-constantina-20230915090907-nts.html']",Sevilla,162
148,Desbordamientos,2023-09-05,2023-09-09,['Transporte'],{'Transporte': 0.46875},"{7: 0.625, 8: 0.75, 5: 1.0}","['https://www.diariodesevilla.es/provincia/Constantina-inunda-espectacular-tormenta-media-hora-video_0_1830117183.html', 'https://www.lavanguardia.com/local/sevilla/20230915/9230239/inundaciones-rios-desbordados-carreteras-cortadas-andalucia-central-tormentas.html', 'https://www.abc.es/sociedad/dana-espana-muertos-carreteras-cortadas-temporal-metro-madrid-toledo-castilla-lamancha-hoy-20230904122329-di.html']",Sevilla,162
149,Crecida,2023-09-05,2023-09-09,"['Agua y Alimentos', 'Transporte', 'Sanidad']","{'Transporte': 0.5625, 'Sanidad': 0.08333333333333333, 'Agua y Alimentos': 0.625}","{7: 0.75, 8: 0.875, 10: 0.25, 14: 0.75, 15: 0.75, 5: 0.5, 6: 0.75, 16: 0.75}","['https://www.diariodesevilla.es/provincia/Constantina-inunda-espectacular-tormenta-media-hora-video_0_1830117183.html', 'https://www.elmundo.es/espana/2023/09/04/64f57ae3fb7e8000298e056f-directo.html', 'https://www.20minutos.es/noticia/5169241/0/llega-dana-historica-espana-directo-ultimas-noticias-lluvias-tormentas/']",Sevilla,162
150,Dana,2023-09-05,2023-09-09,['Transporte'],{'Transporte': 0.1875},"{6: 0.25, 7: 0.5}",['https://www.eldiario.es/sevilla/vuelve-lluvia-sevilla-final-semana-temperaturas-alza_1_10502722.html'],Sevilla,162
151,Inundacion,2023-09-15,2023-09-17,"['Agua y Alimentos', 'Transporte']","{'Transporte': 0.25, 'Agua y Alimentos': 0.6666666666666666}","{7: 0.25, 8: 0.75, 14: 0.75, 15: 0.5, 16: 0.75}","['https://www.abc.es/sevilla/provincia/sevilla-acumula-primera-quincena-septiembre-tercio-lluvias-20230915144710-nts.html', 'https://www.lavanguardia.com/local/sevilla/20230915/9230239/inundaciones-rios-desbordados-carreteras-cortadas-andalucia-central-tormentas.html', 'https://www.sevillaactualidad.com/provincia/529995-una-tromba-de-agua-provoca-grandes-inundaciones-en-constantina/', 'https://www.diariodesevilla.es/provincia/Espectacular-riada-Estepa-tromba-agua-video_0_1830417189.html', 'https://www.abc.es/sevilla/provincia/fuertes-lluvias-madrugada-dejan-inundaciones-constantina-20230915090907-nts.html']",Sevilla,163
152,Desbordamientos,2023-09-15,2023-09-17,"['Agua y Alimentos', 'Transporte', 'Aguas Residuales']","{'Transporte': 0.3125, 'Agua y Alimentos': 0.7083333333333333, 'Aguas Residuales': 0.6764705882352942}","{7: 0.5, 8: 0.75, 14: 0.625, 15: 0.75, 16: 0.75, 17: 0.5, 18: 0.75, 19: 0.75}","['https://www.diariodesevilla.es/provincia/Constantina-inunda-espectacular-tormenta-media-hora-video_0_1830117183.html', 'https://www.lavanguardia.com/local/sevilla/20230915/9230239/inundaciones-rios-desbordados-carreteras-cortadas-andalucia-central-tormentas.html', 'https://www.canalsur.es/noticias/andalucia/rios-de-agua-por-las-calles-de-sierra-de-yeguas-alcala-la-real-o-constantina/1964172.html', 'https://www.ecuavisa.com/noticias/ecuador/fenomeno-el-nino-ecuador-provincias-inundaciones-movimientos-masa-XY6001077']",Sevilla,163
153,Inundacion,2023-10-20,2023-10-24,"['Agua y Alimentos', 'Transporte', 'Aguas Residuales']","{'Transporte': 0.625, 'Agua y Alimentos': 0.8333333333333334, 'Aguas Residuales': 0.6764705882352942}","{5: 0.625, 6: 0.8333333333333334, 7: 0.5, 8: 0.875, 14: 0.75, 15: 0.75, 16: 1.0, 18: 0.75, 19: 0.75, 17: 1.0}","['https://elpais.com/hemeroteca/2023-10-22/', 'https://www.antena3.com/noticias/sociedad/borrasca-aline-deja-noche-intensas-lluvias-destrozos-madrid-sevilla_2023102065322b8f32dc7500019ca32c.html', 'https://www.abc.es/espana/madrid/alerta-roja-lluvias-madrid-directo-estado-carreteras-incidencias-metro-cercanias-20231019162135-di.html', 'https://boyaca7dias.com.co/2023/10/24/sigue-la-alerta-tras-aguacero-torrencial-que-ocasiono-inundaciones-en-diferentes-sectores-de-duitama/', 'https://www.publico.es/sociedad/aline-aleja-dejar-paso-nueva-borrasca-partir-domingo.html', 'https://elpais.com/espana/2023-10-22/la-borrasca-bernard-interrumpe-el-trafico-maritimo-en-el-estrecho-corta-la-autovia-de-cadiz-y-causa-danos-en-toda-andalucia.html']",Sevilla,164
154,Luvias Intensas,2023-10-20,2023-10-24,"['Agua y Alimentos', 'Transporte', 'Aguas Residuales']","{'Transporte': 0.5625, 'Agua y Alimentos': 0.8333333333333334, 'Aguas Residuales': 0.5294117647058824}","{5: 0.6666666666666666, 6: 0.5, 7: 0.5833333333333334, 8: 0.6666666666666666, 14: 0.75, 15: 0.75, 16: 1.0, 18: 0.75, 19: 0.75}","['https://www.antena3.com/noticias/sociedad/borrasca-aline-deja-noche-intensas-lluvias-destrozos-madrid-sevilla_2023102065322b8f32dc7500019ca32c.html', 'https://www.ideal.es/andalucia/ciclogenesis-explosiva-llega-andalucia-efectos-20231030113226-nt.html', 'https://www.huelvainformacion.es/huelva/tiempo-Huelva-Tregua-lluvias-intensas_0_1843616656.html', 'https://www.larazon.es/el-tiempo/temporal-espana-directo-alertas-ultima-hora-zonas-afectadas-borrasca-aline_20231020653216c4a1cbe00001722a03.html', 'https://www.abc.es/espana/madrid/alerta-roja-lluvias-madrid-directo-estado-carreteras-incidencias-metro-cercanias-20231019162135-di.html', 'https://www.heraldo.es/noticias/aragon/zaragoza/2023/10/20/arcoiris-cielo-zaragoza-hoy-viernes-20octubre-2023-1685439.html']",Sevilla,164
155,Desbordamientos,2023-10-20,2023-10-24,"['Agua y Alimentos', 'Transporte', 'Aguas Residuales']","{'Transporte': 0.6875, 'Agua y Alimentos': 0.8333333333333334, 'Aguas Residuales': 0.5294117647058824}","{5: 0.75, 6: 0.75, 7: 0.5, 8: 0.75, 14: 0.75, 15: 0.75, 16: 1.0, 18: 0.75, 19: 0.75}","['https://www.antena3.com/noticias/sociedad/borrasca-aline-deja-noche-intensas-lluvias-destrozos-madrid-sevilla_2023102065322b8f32dc7500019ca32c.html', 'https://www.milenio.com/estados/otis-vivo-trayectoria-ciclon-paso-mexico-26-octubre']",Sevilla,164
156,Crecida,2023-10-20,2023-10-24,['Agua y Alimentos'],{'Agua y Alimentos': 0.75},"{14: 0.75, 15: 1.0, 16: 0.5}",['https://www.diariodesevilla.es/sevilla/temporal-agua-embalses-octubre-Sevilla-50-dias-consumoi_0_1841816202.html'],Sevilla,164
157,Dana,2023-10-20,2023-10-24,"['Agua y Alimentos', 'Transporte', 'Sanidad']","{'Transporte': 0.6607142857142857, 'Agua y Alimentos': 0.9166666666666666, 'Sanidad': 0.6041666666666667}","{5: 0.5357142857142857, 6: 0.7142857142857143, 7: 0.75, 8: 0.75, 14: 1.0, 15: 0.75, 16: 1.0, 10: 0.75, 11: 0.375, 12: 0.5, 13: 0.875}","['https://www.abc.es/espana/andalucia/borrasca-dana-lluvia-era-andalucia-20231023144025-nts.html', 'https://www.diariodesevilla.es/sevilla/arboles-procesiones-caidas-Sevilla-borrasca-Bernard_0_1841216785.html', 'https://aemetblog.es/2023/10/30/informe-operativo-semanal-del-16-al-22-de-octubre-de-2023/', 'https://fuentesdeandalucia.org/el-ayuntamiento-solicita-que-el-municipio-sea-declarado-zona-catastrofica-ante-los-destrozos-causados-por-la-borrasca-bernard/', 'https://elpais.com/espana/2023-10-23/un-muerto-en-huelva-por-el-paso-de-la-borrasca-bernard.html', 'https://www.andaluciacentro.com/sevilla/ecija/fuentes-de-andalucia/39414/fuentes-de-andalucia-pedira-la-declaracion-de-zona-catastrofica-por-la-borrasca-bernard', 'https://cadenaser.com/andalucia/2023/10/23/mas-de-500-incidencias-en-sevilla-por-la-borrasca-bernard-radio-sevilla/', 'https://www.telecinco.es/noticias/sociedad/20231022/borrasca-bernard-afecta-cadiz-sevilla-huelva-caos-trenes-arboles_18_010774629.html', 'https://www.antena3.com/noticias/el-tiempo/actualidad/borrasca-bernard-directo-ultima-hora-lluvias-viento-oleaje-hoy_202310236536302832dc750001b59441.html', 'https://elpais.com/espana/2023-10-22/la-borrasca-bernard-interrumpe-el-trafico-maritimo-en-el-estrecho-corta-la-autovia-de-cadiz-y-causa-danos-en-toda-andalucia.html']",Sevilla,164
